t,share,adr10,premium,f_skhx,f_skhy,price_pnl,funding_pnl,total_pnl,drawdown
1784973600000,1194.300000,1575.600000,0.319267,0.000006,0.000006,99.200000,-6.387291,92.812709,73.675376
1784977200000,1198.700000,1577.300000,0.315842,0.000055,0.000052,101.900000,-6.370923,95.529077,70.959007
1784980800000,1201.500000,1580.700000,0.315605,0.000031,0.000006,101.300000,-6.398477,94.901523,71.586561
1784984400000,1196.900000,1579.700000,0.319826,0.000092,0.000063,97.700000,-6.408880,91.291120,75.196964
1784988000000,1195.800000,1577.700000,0.319368,-0.000017,0.000006,98.600000,-6.379201,92.220799,74.267285
1784991600000,1197.200000,1577.000000,0.317240,-0.000064,-0.000052,100.700000,-6.383804,94.316196,72.171889
1784995200000,1203.900000,1584.900000,0.316471,0.000009,0.000006,99.500000,-6.384682,93.115318,73.372766
1784998800000,1208.800000,1588.300000,0.313948,0.000094,0.000088,101.000000,-6.358680,94.641320,71.846764
1785002400000,1208.800000,1587.500000,0.313286,0.000118,0.000080,101.800000,-6.374199,95.425801,71.062284
1785006000000,1214.700000,1591.200000,0.309953,0.000065,0.000021,104.000000,-6.419236,97.580764,68.907321
1785009600000,1214.800000,1590.800000,0.309516,0.000069,0.000015,104.500000,-6.479886,98.020114,68.467970
1785013200000,1216.200000,1591.100000,0.308255,0.000078,0.000031,105.600000,-6.524895,99.075105,67.412980
1785016800000,1219.400000,1594.500000,0.307610,0.000006,0.000006,105.400000,-6.523379,98.876621,67.611463
1785020400000,1222.600000,1598.000000,0.307051,0.000029,0.000029,105.100000,-6.511391,98.588609,67.899476
1785024000000,1215.600000,1590.400000,0.308325,0.000067,0.000042,105.700000,-6.526071,99.173929,67.314156
1785027600000,1222.300000,1599.200000,0.308353,-0.000070,-0.000065,103.600000,-6.543725,97.056275,69.431810
1785031200000,1223.300000,1605.900000,0.312761,0.000089,0.000098,97.900000,-6.495776,91.404224,75.083860
1785034800000,1225.600000,1612.100000,0.315356,0.000017,0.000076,94.000000,-6.393087,87.606913,78.881171
1785038400000,1230.000000,1618.600000,0.315935,0.000060,0.000145,91.900000,-6.233020,85.666980,80.821105
1785042000000,1228.300000,1612.000000,0.312383,0.000067,0.000117,96.800000,-6.127260,90.672740,75.815344
1785045600000,1229.500000,1613.900000,0.312647,-0.000026,-0.000112,96.100000,-6.276249,89.823751,76.664333
1785049200000,1221.600000,1606.800000,0.315324,0.000006,0.000017,95.300000,-6.256220,89.043780,77.444305
1785052800000,1220.100000,1608.700000,0.318498,-0.000082,-0.000038,91.900000,-6.218096,85.681904,80.806181
1785056400000,1221.300000,1609.200000,0.317612,-0.000134,-0.000072,92.600000,-6.169852,86.430148,80.057936
1785060000000,1225.400000,1617.000000,0.319569,-0.000006,0.000006,88.900000,-6.152885,82.747115,83.740969
1785063600000,1224.600000,1615.400000,0.319125,0.000141,0.000126,89.700000,-6.121036,83.578964,82.909120
1785067200000,1220.100000,1611.100000,0.320466,0.000011,0.000030,89.500000,-6.086263,83.413737,83.074347
1785070800000,1220.700000,1613.500000,0.321783,-0.000089,-0.000066,87.700000,-6.083987,81.616013,84.872071
1785074400000,1217.200000,1611.800000,0.324187,-0.000007,0.000006,85.900000,-6.064817,79.835183,86.652902
1785078000000,1218.800000,1612.600000,0.323105,-0.000010,0.000007,86.700000,-6.041637,80.658363,85.829721
1785081600000,1219.900000,1614.600000,0.323551,0.000006,0.000006,85.800000,-6.039170,79.760830,86.727255
1785085200000,1219.800000,1615.100000,0.324070,0.000006,0.000006,85.200000,-6.036700,79.163300,87.324784
1785088800000,1219.600000,1614.400000,0.323713,0.000006,0.000006,85.700000,-6.034232,79.665768,86.822316
1785092400000,1216.600000,1610.800000,0.324018,0.000006,0.000006,86.300000,-6.031768,80.268232,86.219853
1785096000000,1216.700000,1607.200000,0.320950,-0.000024,-0.000029,90.000000,-6.048322,83.951678,82.536406
1785099600000,1216.200000,1608.500000,0.322562,-0.000037,-0.000096,88.200000,-6.157087,82.042913,84.445172
1785103200000,1234.800000,1629.200000,0.319404,0.000006,0.000017,86.100000,-6.137681,79.962319,86.525765
1785106800000,1248.100000,1636.000000,0.310792,0.000376,0.000370,92.600000,-6.001424,86.598576,79.889509
1785110400000,1219.200000,1609.600000,0.320210,-0.000013,0.000098,90.100000,-5.827116,84.272884,82.215200
1785114000000,1193.500000,1590.400000,0.332551,0.000121,0.000006,83.600000,-5.961795,77.638205,88.849880
1785117600000,1197.000000,1592.200000,0.330159,0.000214,0.000006,85.300000,-6.208330,79.091670,87.396414
1785121200000,1197.500000,1596.800000,0.333445,0.000150,-0.000023,81.200000,-6.424322,74.775678,91.712406
1785124800000,1214.600000,1608.100000,0.323975,0.000105,-0.000019,87.000000,-6.582831,80.417169,86.070915
1785128400000,1229.300000,1619.500000,0.317416,0.000110,-0.000009,90.300000,-6.731989,83.568011,82.920074
1785132000000,1237.100000,1640.300000,0.325924,0.000070,-0.000002,77.300000,-6.822303,70.477697,96.010387
1785135600000,1233.200000,1638.200000,0.328414,0.000006,-0.000029,75.500000,-6.876807,68.623193,97.864891
1785139200000,1236.900000,1631.700000,0.319185,0.000052,-0.000030,85.700000,-6.990669,78.709331,87.778753
1785142800000,1238.500000,1638.100000,0.322648,-0.000038,0.000006,80.900000,-6.933978,73.966022,92.522062
1785146400000,1237.000000,1632.000000,0.319321,-0.000031,0.000006,85.500000,-6.885710,78.614290,87.873795
1785150000000,1225.700000,1614.500000,0.317206,-0.000046,0.000005,91.700000,-6.821254,84.878746,81.609338
1785153600000,1228.600000,1619.200000,0.317923,-0.000227,0.000006,89.900000,-6.533059,83.366941,83.121143
1785157200000,1177.200000,1499.300000,0.273615,-0.000082,-0.000001,158.400000,-6.437670,151.962330,14.525754
1785160800000,1145.400000,1456.100000,0.271259,-0.000469,0.000004,169.800000,-5.894445,163.905555,2.582529
1785164400000,1142.100000,1415.700000,0.239559,-0.001440,0.000027,206.900000,-4.212516,202.687484,0.000000
1785168000000,1122.200000,1400.900000,0.248351,-0.000304,0.000020,201.800000,-3.844208,197.955792,4.731692
1785171600000,1129.200000,1426.600000,0.263372,-0.000179,0.000018,183.100000,-3.616589,179.483411,23.204074
1785175200000,1132.800000,1442.600000,0.273482,-0.000222,0.000035,170.700000,-3.315254,167.384746,35.302739
1785178800000,1138.100000,1432.600000,0.258765,0.000057,0.000006,186.000000,-3.371725,182.628275,20.059209
1785182400000,1141.500000,1437.000000,0.258870,0.000229,0.000006,185.000000,-3.624572,181.375428,21.312056
1785186000000,1137.800000,1426.700000,0.253911,0.000133,0.000006,191.600000,-3.766708,187.833292,14.854193
1785189600000,1128.400000,1413.400000,0.252570,0.000006,0.000006,195.500000,-3.764927,191.735073,10.952412
1785193200000,1136.200000,1423.700000,0.253036,-0.000237,0.000006,193.000000,-3.486610,189.513390,13.174095
1785196800000,1106.100000,1399.400000,0.265166,-0.000402,0.000006,187.200000,-3.033375,184.166625,18.520860
1785200400000,1082.500000,1386.400000,0.280739,0.000131,0.000006,176.600000,-3.167006,173.432994,29.254491
1785204000000,1082.500000,1381.500000,0.276212,0.000157,0.000006,181.500000,-3.328497,178.171503,24.515981
1785207600000,1093.100000,1390.300000,0.271887,0.000105,0.000009,183.300000,-3.430910,179.869090,22.818394
1785211200000,1084.800000,1380.000000,0.272124,0.000188,0.000035,185.300000,-3.587265,181.712735,20.974749
1785214800000,1074.800000,1371.100000,0.275679,0.000176,0.000013,184.200000,-3.758761,180.441239,22.246245
1785218400000,1072.900000,1378.400000,0.284742,0.000185,0.000021,175.000000,-3.928739,171.071261,31.616223
1785222000000,1061.200000,1372.100000,0.292970,0.000198,0.000017,169.600000,-4.115003,165.484997,37.202487
1785225600000,1066.700000,1382.900000,0.296428,0.000210,0.000051,164.300000,-4.268332,160.031668,42.655816
1785229200000,1056.400000,1366.300000,0.293355,0.000232,0.000029,170.600000,-4.474828,166.125172,36.562313
1785232800000,1049.900000,1362.300000,0.297552,0.000258,0.000021,168.100000,-4.717678,163.382322,39.305163
1785236400000,1054.300000,1370.300000,0.299725,0.000298,0.000009,164.500000,-5.018915,159.481085,43.206399
1785240000000,1054.000000,1367.000000,0.296964,0.000139,0.000006,167.500000,-5.157009,162.342991,40.344494
1785243600000,1021.400000,1292.900000,0.265812,0.000121,0.000016,209.000000,-5.259468,203.740532,0.000000
1785247200000,1050.100000,1314.400000,0.251690,-0.000343,0.000028,216.200000,-4.862985,211.337015,0.000000
1785250800000,1067.300000,1332.600000,0.248571,0.000027,0.000046,215.200000,-4.831273,210.368727,0.968289
1785254400000,1067.800000,1334.000000,0.249298,0.000450,0.000029,214.300000,-5.273751,209.026249,2.310766
1785258000000,1053.600000,1316.600000,0.249620,0.000133,0.000024,217.500000,-5.381996,212.118004,0.000000
1785261600000,1052.900000,1309.100000,0.243328,-0.000211,0.000027,224.300000,-5.124119,219.175881,0.000000
1785265200000,1048.600000,1302.500000,0.242132,-0.000167,0.000019,226.600000,-4.924709,221.675291,0.000000
1785268800000,1070.200000,1341.500000,0.253504,0.000145,0.000042,209.200000,-5.023748,204.176252,17.499038
1785272400000,1071.000000,1353.900000,0.264146,0.000155,0.000026,197.600000,-5.153868,192.446132,29.229158
1785276000000,983.540000,1197.900000,0.217947,0.000202,0.000015,266.140000,-5.334646,260.805354,0.000000
1785279600000,1070.600000,1323.900000,0.236596,-0.000855,0.000053,227.200000,-4.350001,222.849999,37.955355
1785283200000,1062.100000,1320.400000,0.243197,-0.000349,0.000057,222.200000,-3.903561,218.296439,42.508916
1785286800000,974.960000,1228.200000,0.259744,0.000076,0.000012,227.260000,-3.962653,223.297347,37.508007
1785290400000,951.900000,1217.300000,0.278811,0.000168,0.000024,215.100000,-4.093508,211.006492,49.798862
1785294000000,930.450000,1187.400000,0.276157,0.000350,0.000078,223.550000,-4.326044,219.223956,41.581399
1785297600000,923.180000,1199.500000,0.299313,0.000426,0.000065,204.180000,-4.641611,199.538389,61.266965
1785301200000,974.760000,1246.100000,0.278366,0.000957,0.000107,209.160000,-5.441050,203.718950,57.086404
1785304800000,974.550000,1269.600000,0.302755,0.000307,0.000017,185.450000,-5.718284,179.731716,81.073638
1785308400000,989.770000,1279.100000,0.292320,0.000267,0.000008,191.170000,-5.972369,185.197631,75.607723
1785312000000,978.610000,1271.000000,0.298781,0.000008,-0.000001,188.110000,-5.981517,182.128483,78.676871
1785315600000,1001.900000,1310.100000,0.307616,0.000309,0.000014,172.300000,-6.273183,166.026817,94.778537
1785319200000,978.600000,1270.700000,0.298488,0.000340,0.000006,188.400000,-6.597856,181.802144,79.003210
1785322800000,997.800000,1293.900000,0.296753,0.000432,0.000006,184.400000,-7.021099,177.378901,83.426453
1785326400000,988.810000,1284.500000,0.299036,0.000472,0.000006,184.810000,-7.479411,177.330589,83.474765
1785330000000,997.900000,1316.900000,0.319671,0.000008,0.000006,161.500000,-7.479297,154.020703,106.784651
1785333600000,973.130000,1295.500000,0.331271,0.000201,0.000006,158.130000,-7.666817,150.463183,110.342172
1785337200000,971.960000,1281.900000,0.318881,-0.000335,-0.000012,170.560000,-7.356007,163.203993,97.601361
1785340800000,980.200000,1273.500000,0.299225,-0.000245,0.000006,187.200000,-7.108216,180.091784,80.713570
1785344400000,987.260000,1285.600000,0.302190,-0.000082,0.000006,182.160000,-7.018874,175.141126,85.664228
1785348000000,1022.500000,1352.300000,0.322543,0.000311,0.000016,150.700000,-7.315147,143.384853,117.420501
1785351600000,957.060000,1268.300000,0.325204,0.000578,0.000005,169.260000,-7.861702,161.398298,99.407056
1785355200000,936.810000,1242.800000,0.326630,-0.000557,0.000027,174.510000,-7.306578,167.203422,93.601932
1785358800000,934.580000,1235.600000,0.322091,-0.001093,0.000006,179.480000,-6.277636,173.202364,87.602990
1785362400000,958.860000,1264.700000,0.318962,-0.000663,0.000017,174.660000,-5.620612,169.039388,91.765966
1785366000000,948.580000,1257.700000,0.325877,0.000925,0.000030,171.380000,-6.459534,164.920466,95.884888
1785369600000,936.290000,1250.800000,0.335911,0.000323,0.000028,165.990000,-6.726932,159.263068,101.542286
1785373200000,987.420000,1299.700000,0.316259,0.000445,0.000006,168.220000,-7.157885,161.062115,99.743239
1785376800000,934.700000,1258.500000,0.346421,0.000266,0.000038,156.700000,-7.358345,149.341655,111.463699
1785380400000,933.800000,1253.200000,0.342043,0.000326,0.000006,161.100000,-7.654671,153.445329,107.360025
1785384000000,914.100000,1231.700000,0.347446,0.000362,0.000053,162.900000,-7.920393,154.979607,105.825747
1785387600000,934.540000,1250.800000,0.338412,0.000371,0.000044,164.240000,-8.212440,156.027560,104.777794
1785391200000,913.620000,1230.500000,0.346840,0.000348,0.000038,163.620000,-8.483406,155.136594,105.668760
1785394800000,902.100000,1220.800000,0.353287,0.000289,0.000006,161.800000,-8.736662,153.063338,107.742016
1785398400000,909.900000,1220.400000,0.341246,0.000495,0.000006,170.000000,-9.179489,160.820511,99.984843
1785402000000,921.110000,1234.800000,0.340557,0.000431,0.000033,166.810000,-9.536360,157.273640,103.531714
1785405600000,947.800000,1271.200000,0.341211,0.000378,0.000036,157.100000,-9.849153,147.250847,113.554507
1785409200000,962.670000,1305.600000,0.356228,0.000164,0.000020,137.570000,-9.980860,127.589140,133.216214
1785412800000,981.840000,1344.800000,0.369673,0.000333,0.000010,117.540000,-10.295082,107.244918,153.560436
1785416400000,1011.500000,1422.600000,0.406426,0.000439,0.000010,69.400000,-10.725045,58.674955,202.130399
1785420000000,1028.200000,1440.300000,0.400798,0.000652,-0.000008,68.400000,-11.407459,56.992541,203.812813
1785423600000,1041.800000,1466.300000,0.407468,0.000972,-0.000045,56.000000,-12.486053,43.513947,217.291407
1785427200000,1049.000000,1471.000000,0.402288,0.000372,-0.000039,58.500000,-12.934797,45.565203,215.240151
1785430800000,1058.200000,1479.300000,0.397940,0.000204,-0.000043,59.400000,-13.214877,46.185123,214.620231
1785434400000,1055.700000,1486.100000,0.407692,0.000342,-0.000041,50.100000,-13.636621,36.463379,224.341975
1785438000000,1063.500000,1487.700000,0.398872,-0.000074,-0.000050,56.300000,-13.632974,42.667026,218.138328
1785441600000,1071.700000,1500.400000,0.400019,0.000118,-0.000041,51.800000,-13.820724,37.979276,222.826078
1785445200000,1076.200000,1515.300000,0.408010,0.000308,-0.000050,41.400000,-14.228093,27.171907,233.633447
1785448800000,1090.800000,1533.700000,0.406032,0.000275,-0.000065,37.600000,-14.627001,22.972999,237.832355
1785452400000,1105.800000,1536.900000,0.389853,0.000298,-0.000039,49.400000,-15.015247,34.384753,226.420601
1785456000000,1180.900000,1609.100000,0.362605,0.000176,-0.000037,52.300000,-15.282901,37.017099,223.788256
1785459600000,1140.000000,1558.100000,0.366754,0.000056,-0.000057,62.400000,-15.435922,46.964078,213.841276
1785463200000,1140.000000,1553.500000,0.362719,0.000032,-0.000018,67.000000,-15.499997,51.500003,209.305351
1785466800000,1151.400000,1559.000000,0.354004,-0.000043,0.000006,72.900000,-15.440921,57.459079,203.346275
1785470400000,1178.100000,1585.500000,0.345811,-0.000011,0.000006,73.100000,-15.418294,57.681706,203.123648
1785474000000,1189.700000,1605.600000,0.349584,-0.000035,0.000006,64.600000,-15.366582,49.233418,211.571936
1785477600000,1187.100000,1577.700000,0.329037,-0.000341,0.000006,89.900000,-14.951679,74.948321,185.857034
1785481200000,1188.600000,1586.100000,0.334427,-0.000301,0.000055,83.000000,-14.506638,68.493362,192.311992
1785484800000,1193.700000,1596.400000,0.337354,-0.000292,0.000061,77.800000,-14.060724,63.739276,197.066079
1785488400000,1176.800000,1572.300000,0.336081,-0.000318,0.000006,85.000000,-13.676627,71.323373,189.481982
1785492000000,1188.600000,1583.900000,0.332576,-0.000092,-0.000007,85.200000,-13.578456,71.621544,189.183810
1785495600000,1187.800000,1593.700000,0.341724,-0.000216,0.000003,74.600000,-13.316934,61.283066,199.522288
1785499200000,1162.500000,1564.700000,0.345978,-0.000141,-0.000015,78.300000,-13.176269,65.123731,195.681624
1785502800000,1134.900000,1505.100000,0.326196,-0.000324,-0.000012,110.300000,-12.826064,97.473936,163.331418
1785506400000,1107.300000,1475.800000,0.332791,-0.000371,-0.000007,112.000000,-12.426159,99.573841,161.231513
1785510000000,1112.500000,1465.900000,0.317663,-0.001119,-0.000005,127.100000,-11.189362,115.910638,144.894716
1785513600000,1113.600000,1480.800000,0.329741,-0.000297,-0.000004,113.300000,-10.864500,102.435500,158.369854
1785517200000,1113.500000,1480.900000,0.329951,0.000036,0.000006,113.100000,-10.895861,102.204139,158.601215
1785520800000,1107.400000,1474.100000,0.331136,0.000227,-0.000013,113.800000,-11.165693,102.634307,158.171047
1785524400000,1089.700000,1436.600000,0.318344,-0.000270,-0.000011,133.600000,-10.887349,122.712651,138.092703
1785528000000,1082.100000,1424.100000,0.316052,-0.000181,-0.000004,138.500000,-10.696782,127.803218,133.002136
1785531600000,1083.200000,1424.200000,0.314808,-0.000378,0.000006,139.500000,-10.278730,129.221270,131.584084
1785535200000,1086.000000,1427.500000,0.314457,-0.000069,0.000006,139.000000,-10.195351,128.804649,132.000705
1785538800000,1086.700000,1426.400000,0.312598,0.000006,0.000006,140.800000,-10.193228,130.606772,130.198582
1785542400000,1088.200000,1437.800000,0.321264,0.000073,0.000015,130.900000,-10.250279,120.649721,140.155633
1785546000000,1090.700000,1442.100000,0.322178,0.000031,0.000282,129.100000,-9.877054,119.222946,141.582408
1785549600000,1090.000000,1444.100000,0.324862,0.000006,0.000015,126.400000,-9.862370,116.537630,144.267724
1785553200000,1088.100000,1443.700000,0.326808,0.000006,0.000051,124.900000,-9.795856,115.104144,145.701210
1785556800000,1087.900000,1445.500000,0.328707,-0.000016,0.000006,122.900000,-9.769167,113.130833,147.674522
1785560400000,1087.600000,1445.000000,0.328613,0.000001,0.000015,123.100000,-9.748234,113.351766,147.453589
1785564000000,1088.800000,1451.500000,0.333119,-0.000007,0.000006,117.800000,-9.731636,108.068364,152.736990
1785567600000,1094.000000,1458.500000,0.333181,0.000053,0.000110,116.000000,-9.628747,106.371253,154.434101
1785571200000,1090.900000,1452.500000,0.331469,0.000015,0.000057,118.900000,-9.562246,109.337754,151.467600
1785574800000,1092.100000,1453.100000,0.330556,0.000039,0.000006,119.500000,-9.595472,109.904528,150.900827
1785578400000,1093.300000,1454.900000,0.330742,-0.000021,0.000001,118.900000,-9.572070,109.327930,151.477425
1785582000000,1096.700000,1456.800000,0.328349,0.000006,0.000006,120.400000,-9.569820,110.830180,149.975174
1785585600000,1093.100000,1452.500000,0.328790,0.000079,0.000028,121.100000,-9.614572,111.485428,149.319927
1785589200000,1092.100000,1445.300000,0.323414,-0.000016,-0.000032,127.300000,-9.642790,117.657210,143.148144
1785592800000,1092.200000,1445.400000,0.323384,-0.000050,-0.000129,127.300000,-9.774760,117.525240,143.280114
1785596400000,1087.700000,1443.200000,0.326836,-0.000004,-0.000004,125.000000,-9.776260,115.223740,145.581614
1785600000000,1084.700000,1440.500000,0.328017,-0.000050,-0.000029,124.700000,-9.763835,114.936165,145.869189
1785603600000,1081.600000,1435.700000,0.327385,-0.000100,-0.000073,126.400000,-9.761204,116.638796,144.166558
1785607200000,1074.600000,1425.600000,0.326633,-0.000043,-0.000018,129.500000,-9.741147,119.758853,141.046502
1785610800000,1071.500000,1421.000000,0.326178,-0.000153,-0.000234,131.000000,-9.910183,121.089817,139.715537
1785614400000,1072.500000,1425.300000,0.328951,-0.000103,-0.000085,127.700000,-9.921414,117.778586,143.026769
1785618000000,1089.600000,1448.800000,0.329662,-0.000041,0.000006,121.300000,-9.868013,111.431987,149.373367
1785621600000,1086.600000,1446.300000,0.331033,0.000233,0.000262,120.800000,-9.741609,111.058391,149.746963
1785625200000,1089.500000,1448.500000,0.329509,0.000112,0.000140,121.500000,-9.660683,111.839317,148.966037
1785628800000,1092.800000,1451.600000,0.328331,0.000077,0.000057,121.700000,-9.661500,112.038500,148.766854
1785632400000,1092.000000,1449.900000,0.327747,0.000114,0.000099,122.600000,-9.642241,112.957759,147.847595
1785636000000,1118.400000,1477.400000,0.320994,-0.000010,-0.000012,121.500000,-9.648367,111.851633,148.953721
1785639600000,1115.200000,1478.100000,0.325412,0.000684,0.000537,117.600000,-9.617967,107.982033,152.823321
1785643200000,1121.100000,1480.000000,0.320132,-0.000019,0.000007,121.600000,-9.586340,112.013660,148.791694
1785646800000,1121.700000,1481.300000,0.320585,0.000130,0.000071,120.900000,-9.626403,111.273597,149.531757
1785650400000,1119.800000,1478.800000,0.320593,-0.000013,-0.000050,121.500000,-9.685474,111.814526,148.990828
1785654000000,1127.400000,1486.900000,0.318875,0.000022,0.000025,121.000000,-9.673171,111.326829,149.478525
1785657600000,1131.400000,1487.300000,0.314566,0.000073,0.000058,124.600000,-9.669042,114.930958,145.874396
1785661200000,1130.300000,1489.600000,0.317880,0.000213,0.000092,121.200000,-9.772909,111.427091,149.378263
1785664800000,1121.500000,1480.500000,0.320107,-0.000037,0.000003,121.500000,-9.726706,111.773294,149.032060
1785668400000,1101.300000,1458.200000,0.324072,-0.000019,-0.000027,123.600000,-9.744524,113.855476,146.949878
1785672000000,1101.200000,1463.000000,0.328551,-0.000517,-0.000366,118.700000,-9.711139,108.988861,151.816494
1785675600000,1102.200000,1463.100000,0.327436,-0.000178,-0.000063,119.600000,-9.606663,109.993337,150.812017
1785679200000,1102.400000,1463.400000,0.327467,-0.000005,-0.000005,119.500000,-9.609111,109.890889,150.914465
1785682800000,1106.300000,1466.700000,0.325771,0.000011,0.000006,120.100000,-9.612125,110.487875,150.317479
1785686400000,1109.700000,1473.500000,0.327836,0.000021,0.000006,116.700000,-9.625858,107.074142,153.731212
1785690000000,1118.000000,1480.100000,0.323882,0.000074,0.000064,118.400000,-9.614594,108.785406,152.019949
1785693600000,1123.100000,1483.500000,0.320898,0.000230,0.000212,120.100000,-9.558311,110.541689,150.263665
1785697200000,1132.400000,1492.900000,0.318350,0.000120,0.000073,120.000000,-9.585355,110.414645,150.390710
1785700800000,1127.600000,1485.800000,0.317666,0.000167,0.000105,122.300000,-9.618269,112.681731,148.123623
1785704400000,1129.500000,1490.500000,0.319610,0.000053,0.000022,119.500000,-9.645067,109.854933,150.950422
1785708000000,1131.600000,1492.000000,0.318487,0.000022,0.000019,120.100000,-9.641467,110.458533,150.346821
1785711600000,1145.300000,1501.000000,0.310574,-0.000079,-0.000048,124.800000,-9.623938,115.176062,145.629292
1785715200000,1134.900000,1484.900000,0.308397,0.000221,0.000165,130.500000,-9.629170,120.870830,139.934524
1785718800000,1123.800000,1465.500000,0.304058,0.000043,0.000023,138.800000,-9.643373,129.156627,131.648727
1785722400000,1119.100000,1460.700000,0.305245,0.000031,0.000026,138.900000,-9.639777,129.260223,131.545131
1785726000000,1110.800000,1455.400000,0.310227,0.000091,0.000020,135.900000,-9.710949,126.189051,134.616303
1785729600000,1101.600000,1447.200000,0.313725,0.000098,0.000006,134.900000,-9.809344,125.090656,135.714698
1785733200000,1110.100000,1452.200000,0.308170,0.000104,0.000006,138.400000,-9.916071,128.483929,132.321425
1785736800000,1100.200000,1442.700000,0.311307,0.000073,0.000006,138.000000,-9.987437,128.012563,132.792791
1785740400000,1096.200000,1436.600000,0.310527,0.000029,0.000006,140.100000,-10.010771,130.089229,130.716125
1785744000000,1095.100000,1427.100000,0.303169,0.000008,0.000006,148.500000,-10.010769,138.489231,122.316123
1785747600000,1083.000000,1416.300000,0.307756,-0.000235,0.000012,147.200000,-9.738544,137.461456,123.343898
1785751200000,1069.000000,1399.100000,0.308793,0.000006,0.000006,150.400000,-9.736480,140.663520,120.141835
1785754800000,1053.300000,1375.400000,0.305801,0.000006,0.000006,158.400000,-9.734467,148.665533,112.139821
1785758400000,1056.500000,1385.500000,0.311406,-0.000127,0.000006,151.500000,-9.591335,141.908665,118.896690
1785762000000,1071.900000,1384.100000,0.291259,-0.000054,0.000006,168.300000,-9.524273,158.775727,102.029627
1785765600000,1095.000000,1412.200000,0.289680,0.000037,0.000006,163.300000,-9.555553,153.744447,107.060907
1785769200000,1081.700000,1393.200000,0.287973,0.000559,0.000015,169.000000,-10.139162,158.860838,101.944516
1785772800000,1088.000000,1397.900000,0.284835,0.000006,0.000012,170.600000,-10.128703,160.471297,100.334057
1785776400000,1114.700000,1432.900000,0.285458,0.000274,0.000008,162.300000,-10.422565,151.877435,108.927919
1785780000000,1103.700000,1424.000000,0.290206,0.000392,0.000006,160.200000,-10.845928,149.354072,111.451282
1785783600000,1108.400000,1427.000000,0.287441,0.000057,0.000006,161.900000,-10.900058,150.999942,109.805413
1785787200000,1107.900000,1436.900000,0.296958,0.000008,0.000007,151.500000,-10.898405,140.601595,120.203759
1785790800000,1114.400000,1439.100000,0.291368,-0.000033,0.000006,155.800000,-10.852355,144.947645,115.857709
1785794400000,1116.400000,1454.800000,0.303117,0.000157,0.000006,142.100000,-11.018028,131.081972,129.723383
1785798000000,1133.200000,1468.800000,0.296152,0.000128,0.000006,144.900000,-11.153369,133.746631,127.058723
1785801600000,1051.700000,1397.200000,0.328516,-0.000046,0.000006,135.000000,-11.095735,123.904265,136.901089
1785805200000,1106.500000,1445.300000,0.306191,0.000132,0.000006,141.700000,-11.233268,130.466732,130.338622
1785808800000,1075.100000,1418.000000,0.318947,0.000135,0.000006,137.600000,-11.369083,126.230917,134.574437
1785812400000,1065.500000,1413.500000,0.326607,0.000157,0.000006,132.500000,-11.527587,120.972413,139.832941
1785816000000,1059.500000,1407.900000,0.328834,0.000119,0.000006,132.100000,-11.644380,120.455620,140.349734
1785819600000,1094.400000,1440.200000,0.315972,0.000130,-0.000012,134.700000,-11.803840,122.896160,137.909194
1785823200000,1106.500000,1457.100000,0.316855,0.000132,0.000004,129.900000,-11.944029,117.955971,142.849383
1785826800000,1108.400000,1456.600000,0.314147,0.000083,0.000006,132.300000,-12.026760,120.273240,140.532114
1785830400000,1111.600000,1460.900000,0.314232,-0.000113,0.000006,131.200000,-11.892258,119.307742,141.497612
1785834000000,1107.400000,1453.900000,0.312895,-0.000118,0.000006,134.000000,-11.752448,122.247552,138.557803
1785837600000,1119.800000,1467.400000,0.310413,-0.000107,0.000006,132.900000,-11.623982,121.276018,139.529336
1785841200000,1145.600000,1497.400000,0.307088,-0.000125,0.000006,128.700000,-11.471170,117.228830,143.576524
1785844800000,1139.600000,1495.000000,0.311864,0.000323,0.000006,125.100000,-11.829441,113.270559,147.534795
1785848400000,1138.900000,1481.300000,0.300641,0.000016,0.000006,138.100000,-11.838807,126.261193,134.544161
1785852000000,1143.400000,1483.200000,0.297184,0.000171,0.000006,140.700000,-12.025503,128.674497,132.130858
1785855600000,1155.800000,1503.300000,0.300658,-0.000052,0.000006,133.000000,-11.955459,121.044541,139.760813
1785859200000,1166.300000,1519.400000,0.302752,0.000300,-0.000003,127.400000,-12.309912,115.090088,145.715266
1785862800000,1175.400000,1541.000000,0.311043,0.000189,-0.000002,114.900000,-12.536060,102.363940,158.441414
1785866400000,1175.800000,1530.900000,0.302007,0.000255,-0.000018,125.400000,-12.862330,112.537670,148.267684
1785870000000,1175.100000,1542.300000,0.312484,0.000160,-0.000021,113.300000,-13.082944,100.217056,160.588299
1785873600000,1161.600000,1515.800000,0.304924,0.000000,0.000000,126.300000,-13.082944,113.217056,147.588299
1785877200000,1165.000000,1520.800000,0.305408,0.000000,0.000000,124.700000,-13.082944,111.617056,149.188299
1785880800000,1170.500000,1533.300000,0.309953,0.000000,0.000000,117.700000,-13.082944,104.617056,156.188299
1785884400000,1184.500000,1552.700000,0.310848,0.000000,0.000000,112.300000,-13.082944,99.217056,161.588299
1785888000000,1177.500000,1545.000000,0.312102,0.000000,0.000000,113.000000,-13.082944,99.917056,160.888299
1785891600000,1182.000000,1544.900000,0.307022,0.000000,0.000000,117.600000,-13.082944,104.517056,156.288299
