t,share,adr10,premium,f_skhx,f_skhy,price_pnl,funding_pnl,total_pnl,drawdown
1785895200000,1171.300000,1534.300000,0.309912,0.000000,0.000000,117.500000,-13.082944,104.417056,156.388299
1785898800000,1185.000000,1548.300000,0.306582,0.000000,0.000000,117.200000,-13.082944,104.117056,156.688299
1785902400000,1187.500000,1552.900000,0.307705,0.000000,0.000000,115.100000,-13.082944,102.017056,158.788299
1785906000000,1182.700000,1556.400000,0.315972,0.000000,0.000000,106.800000,-13.082944,93.717056,167.088299
1785909600000,1170.600000,1536.500000,0.312575,0.000000,0.000000,114.600000,-13.082944,101.517056,159.288299
1785913200000,1158.700000,1528.300000,0.318978,0.000000,0.000000,110.900000,-13.082944,97.817056,162.988299
1785916800000,1138.800000,1497.600000,0.315068,0.000000,0.000000,121.700000,-13.082944,108.617056,152.188299
1785920400000,1141.900000,1499.100000,0.312812,0.000000,0.000000,123.300000,-13.082944,110.217056,150.588299
1785924000000,1135.400000,1490.900000,0.313106,0.000000,0.000000,125.000000,-13.082944,111.917056,148.888299
1785927600000,1142.800000,1500.300000,0.312828,0.000000,0.000000,123.000000,-13.082944,109.917056,150.888299
1785931200000,1142.500000,1501.000000,0.313786,0.000000,0.000000,122.000000,-13.082944,108.917056,151.888299
1785934800000,1171.600000,1542.400000,0.316490,0.000000,0.000000,109.700000,-13.082944,96.617056,164.188299
1785938400000,1157.800000,1527.200000,0.319053,0.000000,0.000000,111.100000,-13.082944,98.017056,162.788299
1785942000000,1162.400000,1536.400000,0.321748,0.000000,0.000000,106.500000,-13.082944,93.417056,167.388299
1785945600000,1167.300000,1538.600000,0.318084,0.000000,0.000000,109.200000,-13.082944,96.117056,164.688299
1785949200000,1160.900000,1523.400000,0.312258,0.000000,0.000000,118.000000,-13.082944,104.917056,155.888299
1785952800000,1154.200000,1520.600000,0.317449,0.000000,0.000000,114.100000,-13.082944,101.017056,159.788299
1785956400000,1139.600000,1508.400000,0.323622,0.000000,0.000000,111.700000,-13.082944,98.617056,162.188299
1785960000000,1131.200000,1497.700000,0.323992,0.000000,0.000000,114.000000,-13.082944,100.917056,159.888299
1785963600000,1113.600000,1476.600000,0.325970,0.000000,0.000000,117.500000,-13.082944,104.417056,156.388299
1785967200000,1115.800000,1482.300000,0.328464,0.000000,0.000000,114.000000,-13.082944,100.917056,159.888299
1785970800000,1123.100000,1477.400000,0.315466,0.000000,0.000000,126.200000,-13.082944,113.117056,147.688299
1785974400000,1081.300000,1448.000000,0.339129,0.000000,0.000000,113.800000,-13.082944,100.717056,160.088299
1785978000000,1081.500000,1448.200000,0.339066,0.000000,0.000000,113.800000,-13.082944,100.717056,160.088299
1785981600000,1076.300000,1445.500000,0.343027,0.000000,0.000000,111.300000,-13.082944,98.217056,162.588299
1785985200000,1069.600000,1439.500000,0.345830,0.000000,0.000000,110.600000,-13.082944,97.517056,163.288299
1785988800000,1064.600000,1434.400000,0.347361,0.000000,0.000000,110.700000,-13.082944,97.617056,163.188299
1785992400000,1064.600000,1433.300000,0.346327,0.000000,0.000000,111.800000,-13.082944,98.717056,162.088299
1785996000000,1057.300000,1420.100000,0.343138,0.000000,0.000000,117.700000,-13.082944,104.617056,156.188299
1785999600000,1056.800000,1417.000000,0.340840,0.000000,0.000000,120.300000,-13.082944,107.217056,153.588299
1786003200000,1058.800000,1422.600000,0.343597,0.000000,0.000000,116.700000,-13.082944,103.617056,157.188299
1786006800000,1057.500000,1418.900000,0.341749,0.000000,0.000000,119.100000,-13.082944,106.017056,154.788299
1786010400000,1050.900000,1410.700000,0.342373,0.000000,0.000000,120.700000,-13.082944,107.617056,153.188299
1786014000000,1053.600000,1413.600000,0.341686,0.000000,0.000000,120.500000,-13.082944,107.417056,153.388299
1786017600000,1049.400000,1407.900000,0.341624,0.000000,0.000000,122.000000,-13.082944,108.917056,151.888299
1786021200000,1071.700000,1437.700000,0.341513,0.000000,0.000000,114.500000,-13.082944,101.417056,159.388299
1786024800000,1079.800000,1457.800000,0.350065,0.000000,0.000000,102.500000,-13.082944,89.417056,171.388299
1786028400000,1072.100000,1443.900000,0.346796,0.000000,0.000000,108.700000,-13.082944,95.617056,165.188299
1786032000000,1065.300000,1432.800000,0.344973,0.000000,0.000000,113.000000,-13.082944,99.917056,160.888299
1786035600000,1062.600000,1430.800000,0.346509,0.000000,0.000000,112.300000,-13.082944,99.217056,161.588299
1786039200000,1057.200000,1426.800000,0.349603,0.000000,0.000000,110.900000,-13.082944,97.817056,162.988299
1786042800000,1056.200000,1434.400000,0.358076,0.000000,0.000000,102.300000,-13.082944,89.217056,171.588299
1786046400000,1061.600000,1438.500000,0.355030,0.000000,0.000000,103.600000,-13.082944,90.517056,170.288299
1786050000000,1063.200000,1440.200000,0.354590,0.000000,0.000000,103.500000,-13.082944,90.417056,170.388299
1786053600000,1074.800000,1448.500000,0.347693,0.000000,0.000000,106.800000,-13.082944,93.717056,167.088299
1786057200000,1066.500000,1441.200000,0.351336,0.000000,0.000000,105.800000,-13.082944,92.717056,168.088299
1786060800000,1043.800000,1427.900000,0.367982,0.000000,0.000000,96.400000,-13.082944,83.317056,177.488299
1786064400000,1010.900000,1395.100000,0.380057,0.000000,0.000000,96.300000,-13.082944,83.217056,177.588299
1786068000000,1014.100000,1402.900000,0.383394,0.000000,0.000000,91.700000,-13.082944,78.617056,182.188299
1786071600000,1001.700000,1389.700000,0.387342,0.000000,0.000000,92.500000,-13.082944,79.417056,181.388299
1786075200000,1001.400000,1387.200000,0.385261,0.000000,0.000000,94.700000,-13.082944,81.617056,179.188299
1786078800000,1002.000000,1384.300000,0.381537,0.000000,0.000000,98.200000,-13.082944,85.117056,175.688299
1786082400000,1005.500000,1385.100000,0.377524,0.000000,0.000000,100.900000,-13.082944,87.817056,172.988299
1786086000000,1035.400000,1426.500000,0.377728,0.000000,0.000000,89.400000,-13.082944,76.317056,184.488299
1786089600000,1040.200000,1431.000000,0.375697,0.000000,0.000000,89.700000,-13.082944,76.617056,184.188299
1786093200000,1037.500000,1425.400000,0.373880,0.000000,0.000000,92.600000,-13.082944,79.517056,181.288299
1786096800000,1033.700000,1413.900000,0.367805,0.000000,0.000000,100.300000,-13.082944,87.217056,173.588299
1786100400000,1035.400000,1418.200000,0.369712,0.000000,0.000000,97.700000,-13.082944,84.617056,176.188299
1786104000000,1052.900000,1446.500000,0.373825,0.000000,0.000000,86.900000,-13.082944,73.817056,186.988299
1786107600000,1010.000000,1370.000000,0.356436,0.000000,0.000000,120.500000,-13.082944,107.417056,153.388299
1786111200000,998.490000,1347.800000,0.349838,0.000000,0.000000,131.190000,-13.082944,118.107056,142.698299
1786114800000,1013.500000,1378.300000,0.359941,0.000000,0.000000,115.700000,-13.082944,102.617056,158.188299
1786118400000,1009.300000,1364.700000,0.352125,0.000000,0.000000,125.100000,-13.082944,112.017056,148.788299
1786122000000,1007.000000,1364.200000,0.354717,0.000000,0.000000,123.300000,-13.082944,110.217056,150.588299
1786125600000,1009.700000,1370.500000,0.357334,0.000000,0.000000,119.700000,-13.082944,106.617056,154.188299
1786129200000,1015.700000,1378.600000,0.357291,0.000000,0.000000,117.600000,-13.082944,104.517056,156.288299
1786132800000,1014.000000,1379.600000,0.360552,0.000000,0.000000,114.900000,-13.082944,101.817056,158.988299
1786136400000,1013.000000,1378.000000,0.360316,0.000000,0.000000,115.500000,-13.082944,102.417056,158.388299
1786140000000,1012.700000,1377.600000,0.360324,0.000000,0.000000,115.600000,-13.082944,102.517056,158.288299
1786143600000,1013.000000,1380.600000,0.362883,0.000000,0.000000,112.900000,-13.082944,99.817056,160.988299
1786147200000,1013.100000,1378.100000,0.360280,0.000000,0.000000,115.500000,-13.082944,102.417056,158.388299
1786150800000,1015.800000,1382.000000,0.360504,0.000000,0.000000,114.300000,-13.082944,101.217056,159.588299
1786154400000,1011.600000,1378.000000,0.362198,0.000000,0.000000,114.100000,-13.082944,101.017056,159.788299
1786158000000,1010.600000,1375.000000,0.360578,0.000000,0.000000,116.100000,-13.082944,103.017056,157.788299
1786161600000,1009.700000,1373.200000,0.360008,0.000000,0.000000,117.000000,-13.082944,103.917056,156.888299
1786165200000,1009.300000,1373.000000,0.360349,0.000000,0.000000,116.800000,-13.082944,103.717056,157.088299
1786168800000,1009.200000,1372.700000,0.360186,0.000000,0.000000,117.000000,-13.082944,103.917056,156.888299
1786172400000,1010.000000,1374.500000,0.360891,0.000000,0.000000,116.000000,-13.082944,102.917056,157.888299
1786176000000,1009.900000,1375.100000,0.361620,0.000000,0.000000,115.300000,-13.082944,102.217056,158.588299
1786179600000,1010.200000,1375.300000,0.361414,0.000000,0.000000,115.400000,-13.082944,102.317056,158.488299
1786183200000,1012.300000,1376.400000,0.359676,0.000000,0.000000,116.400000,-13.082944,103.317056,157.488299
1786186800000,1013.000000,1377.000000,0.359329,0.000000,0.000000,116.500000,-13.082944,103.417056,157.388299
1786190400000,1012.900000,1378.600000,0.361043,0.000000,0.000000,114.800000,-13.082944,101.717056,159.088299
1786194000000,1022.000000,1387.100000,0.357241,0.000000,0.000000,115.400000,-13.082944,102.317056,158.488299
1786197600000,1024.200000,1390.000000,0.357157,0.000000,0.000000,114.700000,-13.082944,101.617056,159.188299
1786201200000,1024.800000,1391.800000,0.358119,0.000000,0.000000,113.500000,-13.082944,100.417056,160.388299
1786204800000,1028.800000,1395.000000,0.355949,0.000000,0.000000,114.300000,-13.082944,101.217056,159.588299
1786208400000,1027.200000,1393.300000,0.356406,0.000000,0.000000,114.400000,-13.082944,101.317056,159.488299
1786212000000,1024.200000,1389.000000,0.356180,0.000000,0.000000,115.700000,-13.082944,102.617056,158.188299
1786215600000,1025.800000,1392.400000,0.357380,0.000000,0.000000,113.900000,-13.082944,100.817056,159.988299
1786219200000,1024.100000,1390.700000,0.357973,0.000000,0.000000,113.900000,-13.082944,100.817056,159.988299
1786222800000,1024.000000,1389.200000,0.356641,0.000000,0.000000,115.300000,-13.082944,102.217056,158.588299
1786226400000,1024.200000,1390.400000,0.357547,0.000000,0.000000,114.300000,-13.082944,101.217056,159.588299
1786230000000,1024.100000,1390.400000,0.357680,0.000000,0.000000,114.200000,-13.082944,101.117056,159.688299
1786233600000,1023.400000,1391.500000,0.359683,0.000000,0.000000,112.400000,-13.082944,99.317056,161.488299
1786237200000,1015.800000,1381.800000,0.360307,0.000000,0.000000,114.500000,-13.082944,101.417056,159.388299
1786240800000,1017.700000,1383.600000,0.359536,0.000000,0.000000,114.600000,-13.082944,101.517056,159.288299
1786244400000,1020.600000,1387.300000,0.359298,0.000000,0.000000,113.800000,-13.082944,100.717056,160.088299
1786248000000,1021.200000,1387.300000,0.358500,0.000000,0.000000,114.400000,-13.082944,101.317056,159.488299
1786251600000,1021.700000,1389.000000,0.359499,0.000000,0.000000,113.200000,-13.082944,100.117056,160.688299
1786255200000,1022.800000,1389.900000,0.358917,0.000000,0.000000,113.400000,-13.082944,100.317056,160.488299
1786258800000,1019.300000,1387.200000,0.360934,0.000000,0.000000,112.600000,-13.082944,99.517056,161.288299
1786262400000,1017.500000,1384.500000,0.360688,0.000000,0.000000,113.500000,-13.082944,100.417056,160.388299
1786266000000,1018.800000,1387.100000,0.361504,0.000000,0.000000,112.200000,-13.082944,99.117056,161.688299
1786269600000,1018.800000,1388.200000,0.362583,0.000000,0.000000,111.100000,-13.082944,98.017056,162.788299
1786273200000,1020.200000,1389.600000,0.362086,0.000000,0.000000,111.100000,-13.082944,98.017056,162.788299
1786276800000,1021.100000,1389.700000,0.360983,0.000000,0.000000,111.900000,-13.082944,98.817056,161.988299
1786280400000,1022.000000,1389.500000,0.359589,0.000000,0.000000,113.000000,-13.082944,99.917056,160.888299
1786284000000,1023.900000,1390.200000,0.357750,0.000000,0.000000,114.200000,-13.082944,101.117056,159.688299
1786287600000,1024.800000,1390.200000,0.356557,0.000000,0.000000,115.100000,-13.082944,102.017056,158.788299
1786291200000,1027.800000,1394.100000,0.356392,0.000000,0.000000,114.200000,-13.082944,101.117056,159.688299
1786294800000,1027.100000,1395.900000,0.359069,0.000000,0.000000,111.700000,-13.082944,98.617056,162.188299
1786298400000,1027.000000,1396.900000,0.360175,0.000000,0.000000,110.600000,-13.082944,97.517056,163.288299
1786302000000,1028.200000,1399.400000,0.361019,0.000000,0.000000,109.300000,-13.082944,96.217056,164.588299
1786305600000,1029.000000,1400.600000,0.361127,0.000000,0.000000,108.900000,-13.082944,95.817056,164.988299
1786309200000,1026.500000,1399.300000,0.363176,0.000000,0.000000,107.700000,-13.082944,94.617056,166.188299
1786312800000,1024.900000,1397.900000,0.363938,0.000000,0.000000,107.500000,-13.082944,94.417056,166.388299
1786316400000,1030.000000,1400.700000,0.359903,0.000000,0.000000,109.800000,-13.082944,96.717056,164.088299
1786320000000,1017.700000,1386.000000,0.361894,0.000000,0.000000,112.200000,-13.082944,99.117056,161.688299
1786323600000,1022.600000,1389.700000,0.358987,0.000000,0.000000,113.400000,-13.082944,100.317056,160.488299
1786327200000,1021.300000,1387.300000,0.358367,0.000000,0.000000,114.500000,-13.082944,101.417056,159.388299
1786330800000,1018.100000,1388.500000,0.363815,0.000000,0.000000,110.100000,-13.082944,97.017056,163.788299
1786334400000,994.500000,1370.900000,0.378482,0.000000,0.000000,104.100000,-13.082944,91.017056,169.788299
1786338000000,1002.000000,1373.500000,0.370758,0.000000,0.000000,109.000000,-13.082944,95.917056,164.888299
1786341600000,1008.000000,1379.200000,0.368254,0.000000,0.000000,109.300000,-13.082944,96.217056,164.588299
1786345200000,1009.400000,1381.000000,0.368139,0.000000,0.000000,108.900000,-13.082944,95.817056,164.988299
1786348800000,1008.200000,1380.000000,0.368776,0.000000,0.000000,108.700000,-13.082944,95.617056,165.188299
1786352400000,1001.600000,1364.800000,0.362620,0.000000,0.000000,117.300000,-13.082944,104.217056,156.588299
1786356000000,1000.900000,1363.200000,0.361974,0.000000,0.000000,118.200000,-13.082944,105.117056,155.688299
1786359600000,995.640000,1355.500000,0.361436,0.000000,0.000000,120.640000,-13.082944,107.557056,153.248299
1786363200000,984.960000,1344.400000,0.364929,0.000000,0.000000,121.060000,-13.082944,107.977056,152.828299
1786366800000,998.310000,1364.000000,0.366309,0.000000,0.000000,114.810000,-13.082944,101.727056,159.078299
1786370400000,991.110000,1352.600000,0.364732,0.000000,0.000000,119.010000,-13.082944,105.927056,154.878299
1786374000000,1000.800000,1364.800000,0.363709,0.000000,0.000000,116.500000,-13.082944,103.417056,157.388299
1786377600000,999.170000,1359.400000,0.360529,0.000000,0.000000,120.270000,-13.082944,107.187056,153.618299
1786381200000,999.530000,1361.600000,0.362240,0.000000,0.000000,118.430000,-13.082944,105.347056,155.458299
1786384800000,997.060000,1357.100000,0.361102,0.000000,0.000000,120.460000,-13.082944,107.377056,153.428299
1786388400000,989.210000,1352.200000,0.366949,0.000000,0.000000,117.510000,-13.082944,104.427056,156.378299
1786392000000,993.210000,1355.200000,0.364465,0.000000,0.000000,118.510000,-13.082944,105.427056,155.378299
1786395600000,994.990000,1354.500000,0.361320,0.000000,0.000000,120.990000,-13.082944,107.907056,152.898299
1786399200000,992.720000,1353.800000,0.363728,0.000000,0.000000,119.420000,-13.082944,106.337056,154.468299
1786402800000,988.500000,1351.700000,0.367425,0.000000,0.000000,117.300000,-13.082944,104.217056,156.588299
1786406400000,984.660000,1349.100000,0.370118,0.000000,0.000000,116.060000,-13.082944,102.977056,157.828299
1786410000000,1001.200000,1365.400000,0.363763,0.000000,0.000000,116.300000,-13.082944,103.217056,157.588299
1786413600000,1004.100000,1367.800000,0.362215,0.000000,0.000000,116.800000,-13.082944,103.717056,157.088299
1786417200000,1016.800000,1377.800000,0.355035,0.000000,0.000000,119.500000,-13.082944,106.417056,154.388299
1786420800000,1019.700000,1381.800000,0.355104,0.000000,0.000000,118.400000,-13.082944,105.317056,155.488299
1786424400000,1010.400000,1374.000000,0.359857,0.000000,0.000000,116.900000,-13.082944,103.817056,156.988299
1786428000000,1004.400000,1367.900000,0.361908,0.000000,0.000000,117.000000,-13.082944,103.917056,156.888299
1786431600000,1008.400000,1372.400000,0.360968,0.000000,0.000000,116.500000,-13.082944,103.417056,157.388299
1786435200000,1005.000000,1362.800000,0.356020,0.000000,0.000000,122.700000,-13.082944,109.617056,151.188299
1786438800000,1005.700000,1363.800000,0.356070,0.000000,0.000000,122.400000,-13.082944,109.317056,151.488299
1786442400000,1013.200000,1370.600000,0.352744,0.000000,0.000000,123.100000,-13.082944,110.017056,150.788299
1786446000000,1014.000000,1373.600000,0.354635,0.000000,0.000000,120.900000,-13.082944,107.817056,152.988299
1786449600000,1016.200000,1377.100000,0.355147,0.000000,0.000000,119.600000,-13.082944,106.517056,154.288299
1786453200000,1019.300000,1389.500000,0.363190,0.000000,0.000000,110.300000,-13.082944,97.217056,163.588299
1786456800000,1021.200000,1395.100000,0.366138,0.000000,0.000000,106.600000,-13.082944,93.517056,167.288299
1786460400000,1015.700000,1387.000000,0.365561,0.000000,0.000000,109.200000,-13.082944,96.117056,164.688299
1786464000000,1017.800000,1395.500000,0.371095,0.000000,0.000000,102.800000,-13.082944,89.717056,171.088299
1786467600000,1016.900000,1395.600000,0.372406,0.000000,0.000000,101.800000,-13.082944,88.717056,172.088299
1786471200000,1017.000000,1393.900000,0.370600,0.000000,0.000000,103.600000,-13.082944,90.517056,170.288299
1786474800000,1023.200000,1415.000000,0.382916,0.000000,0.000000,88.700000,-13.082944,75.617056,185.188299
1786478400000,1025.000000,1409.800000,0.375415,0.000000,0.000000,95.700000,-13.082944,82.617056,178.188299
1786482000000,1023.700000,1408.200000,0.375598,0.000000,0.000000,96.000000,-13.082944,82.917056,177.888299
1786485600000,1028.800000,1415.600000,0.375972,0.000000,0.000000,93.700000,-13.082944,80.617056,180.188299
1786489200000,1032.900000,1416.900000,0.371769,0.000000,0.000000,96.500000,-13.082944,83.417056,177.388299
1786492800000,1025.200000,1409.700000,0.375049,0.000000,0.000000,96.000000,-13.082944,82.917056,177.888299
1786496400000,1049.600000,1427.500000,0.360042,0.000000,0.000000,102.600000,-13.082944,89.517056,171.288299
1786500000000,1071.500000,1452.000000,0.355110,0.000000,0.000000,100.000000,-13.082944,86.917056,173.888299
1786503600000,1075.600000,1456.800000,0.354407,0.000000,0.000000,99.300000,-13.082944,86.217056,174.588299
1786507200000,1066.100000,1449.700000,0.359816,0.000000,0.000000,96.900000,-13.082944,83.817056,176.988299
1786510800000,1062.300000,1446.500000,0.361668,0.000000,0.000000,96.300000,-13.082944,83.217056,177.588299
1786514400000,1064.100000,1448.300000,0.361056,0.000000,0.000000,96.300000,-13.082944,83.217056,177.588299
1786518000000,1070.400000,1454.800000,0.359118,0.000000,0.000000,96.100000,-13.082944,83.017056,177.788299
1786521600000,1077.300000,1464.300000,0.359231,0.000000,0.000000,93.500000,-13.082944,80.417056,180.388299
1786525200000,1077.200000,1462.800000,0.357965,0.000000,0.000000,94.900000,-13.082944,81.817056,178.988299
1786528800000,1076.300000,1466.300000,0.362353,0.000000,0.000000,90.500000,-13.082944,77.417056,183.388299
1786532400000,1080.800000,1476.300000,0.365933,0.000000,0.000000,85.000000,-13.082944,71.917056,188.888299
1786536000000,1090.300000,1484.100000,0.361185,0.000000,0.000000,86.700000,-13.082944,73.617056,187.188299
1786539600000,1100.000000,1528.200000,0.389273,0.000000,0.000000,52.300000,-13.082944,39.217056,221.588299
1786543200000,1101.100000,1526.900000,0.386704,0.000000,0.000000,54.700000,-13.082944,41.617056,219.188299
1786546800000,1102.400000,1525.900000,0.384162,0.000000,0.000000,57.000000,-13.082944,43.917056,216.888299
1786550400000,1099.300000,1520.800000,0.383426,0.000000,0.000000,59.000000,-13.082944,45.917056,214.888299
1786554000000,1111.400000,1535.100000,0.381231,0.000000,0.000000,56.800000,-13.082944,43.717056,217.088299
1786557600000,1115.000000,1539.400000,0.380628,0.000000,0.000000,56.100000,-13.082944,43.017056,217.788299
1786561200000,1119.800000,1543.000000,0.377925,0.000000,0.000000,57.300000,-13.082944,44.217056,216.588299
1786564800000,1116.900000,1529.800000,0.369684,0.000000,0.000000,67.600000,-13.082944,54.517056,206.288299
1786568400000,1120.600000,1538.200000,0.372658,0.000000,0.000000,62.900000,-13.082944,49.817056,210.988299
1786572000000,1116.500000,1535.000000,0.374832,0.000000,0.000000,62.000000,-13.082944,48.917056,211.888299
1786575600000,1116.700000,1547.100000,0.385421,0.000000,0.000000,50.100000,-13.082944,37.017056,223.788299
1786579200000,1139.200000,1557.100000,0.366836,0.000000,0.000000,62.600000,-13.082944,49.517056,211.288299
1786582800000,1139.000000,1562.500000,0.371817,0.000000,0.000000,57.000000,-13.082944,43.917056,216.888299
1786586400000,1143.200000,1563.000000,0.367215,0.000000,0.000000,60.700000,-13.082944,47.617056,213.188299
1786590000000,1146.000000,1563.300000,0.364136,0.000000,0.000000,63.200000,-13.082944,50.117056,210.688299
1786593600000,1139.800000,1560.300000,0.368924,0.000000,0.000000,60.000000,-13.082944,46.917056,213.888299
1786597200000,1122.300000,1543.900000,0.375657,0.000000,0.000000,58.900000,-13.082944,45.817056,214.988299
1786600800000,1119.500000,1539.000000,0.374721,0.000000,0.000000,61.000000,-13.082944,47.917056,212.888299
1786604400000,1111.000000,1531.100000,0.378128,0.000000,0.000000,60.400000,-13.082944,47.317056,213.488299
1786608000000,1108.100000,1521.500000,0.373071,0.000000,0.000000,67.100000,-13.082944,54.017056,206.788299
1786611600000,1110.600000,1522.500000,0.370881,0.000000,0.000000,68.600000,-13.082944,55.517056,205.288299
1786615200000,1109.600000,1523.600000,0.373107,0.000000,0.000000,66.500000,-13.082944,53.417056,207.388299
1786618800000,1106.300000,1522.600000,0.376299,0.000000,0.000000,64.200000,-13.082944,51.117056,209.688299
1786622400000,1109.200000,1525.700000,0.375496,0.000000,0.000000,64.000000,-13.082944,50.917056,209.888299
1786626000000,1141.500000,1590.900000,0.393693,0.000000,0.000000,31.100000,-13.082944,18.017056,242.788299
1786629600000,1157.800000,1623.300000,0.402056,0.000000,0.000000,15.000000,-13.082944,1.917056,258.888299
1786633200000,1171.500000,1662.400000,0.419035,0.000000,0.000000,-10.400000,-13.082944,-23.482944,284.288299
1786636800000,1191.900000,1667.700000,0.399195,0.000000,0.000000,4.700000,-13.082944,-8.382944,269.188299
1786640400000,1186.100000,1669.400000,0.407470,0.000000,0.000000,-2.800000,-13.082944,-15.882944,276.688299
1786644000000,1190.700000,1674.500000,0.406316,0.000000,0.000000,-3.300000,-13.082944,-16.382944,277.188299
1786647600000,1183.700000,1655.000000,0.398158,0.000000,0.000000,9.200000,-13.082944,-3.882944,264.688299
1786651200000,1194.300000,1664.400000,0.393620,0.000000,0.000000,10.400000,-13.082944,-2.682944,263.488299
1786654800000,1203.700000,1673.000000,0.389881,0.000000,0.000000,11.200000,-13.082944,-1.882944,262.688299
1786658400000,1203.000000,1676.700000,0.393766,0.000000,0.000000,6.800000,-13.082944,-6.282944,267.088299
1786662000000,1194.700000,1668.000000,0.396166,0.000000,0.000000,7.200000,-13.082944,-5.882944,266.688299
1786665600000,1175.900000,1645.900000,0.399694,0.000000,0.000000,10.500000,-13.082944,-2.582944,263.388299
1786669200000,1157.200000,1629.300000,0.407968,0.000000,0.000000,8.400000,-13.082944,-4.682944,265.488299
1786672800000,1160.000000,1633.600000,0.408276,0.000000,0.000000,6.900000,-13.082944,-6.182944,266.988299
1786676400000,1161.600000,1634.800000,0.407369,0.000000,0.000000,7.300000,-13.082944,-5.782944,266.588299
1786680000000,1166.400000,1637.700000,0.404064,0.000000,0.000000,9.200000,-13.082944,-3.882944,264.688299
1786683600000,1168.800000,1647.900000,0.409908,0.000000,0.000000,1.400000,-13.082944,-11.682944,272.488299
1786687200000,1166.000000,1645.700000,0.411407,0.000000,0.000000,0.800000,-13.082944,-12.282944,273.088299
1786690800000,1165.600000,1641.500000,0.408288,0.000000,0.000000,4.600000,-13.082944,-8.482944,269.288299
1786694400000,1173.300000,1648.200000,0.404756,0.000000,0.000000,5.600000,-13.082944,-7.482944,268.288299
1786698000000,1180.400000,1661.100000,0.407235,0.000000,0.000000,-0.200000,-13.082944,-13.282944,274.088299
1786701600000,1184.500000,1677.000000,0.415787,0.000000,0.000000,-12.000000,-13.082944,-25.082944,285.888299
1786705200000,1191.500000,1692.500000,0.420478,0.000000,0.000000,-20.500000,-13.082944,-33.582944,294.388299
1786708800000,1190.600000,1688.100000,0.417857,0.000000,0.000000,-17.000000,-13.082944,-30.082944,290.888299
1786712400000,1187.800000,1684.900000,0.418505,0.000000,0.000000,-16.600000,-13.082944,-29.682944,290.488299
1786716000000,1179.100000,1668.200000,0.414808,0.000000,0.000000,-8.600000,-13.082944,-21.682944,282.488299
1786719600000,1163.100000,1649.700000,0.418365,0.000000,0.000000,-6.100000,-13.082944,-19.182944,279.988299
1786723200000,1160.400000,1648.100000,0.420286,0.000000,0.000000,-7.200000,-13.082944,-20.282944,281.088299
1786726800000,1161.500000,1651.900000,0.422213,0.000000,0.000000,-9.900000,-13.082944,-22.982944,283.788299
1786730400000,1160.800000,1653.200000,0.424190,0.000000,0.000000,-11.900000,-13.082944,-24.982944,285.788299
1786734000000,1164.600000,1661.100000,0.426327,0.000000,0.000000,-16.000000,-13.082944,-29.082944,289.888299
1786737600000,1164.900000,1659.600000,0.424672,0.000000,0.000000,-14.200000,-13.082944,-27.282944,288.088299
1786741200000,1167.500000,1663.500000,0.424839,0.000000,0.000000,-15.500000,-13.082944,-28.582944,289.388299
1786744800000,1169.100000,1660.800000,0.420580,0.000000,0.000000,-11.200000,-13.082944,-24.282944,285.088299
1786748400000,1168.500000,1663.700000,0.423791,0.000000,0.000000,-14.700000,-13.082944,-27.782944,288.588299
1786752000000,1169.300000,1663.500000,0.422646,0.000000,0.000000,-13.700000,-13.082944,-26.782944,287.588299
1786755600000,1166.700000,1662.100000,0.424616,0.000000,0.000000,-14.900000,-13.082944,-27.982944,288.788299
1786759200000,1166.200000,1661.900000,0.425056,0.000000,0.000000,-15.200000,-13.082944,-28.282944,289.088299
1786762800000,1167.200000,1665.800000,0.427176,0.000000,0.000000,-18.100000,-13.082944,-31.182944,291.988299
1786766400000,1167.500000,1664.100000,0.425353,0.000000,0.000000,-16.100000,-13.082944,-29.182944,289.988299
1786770000000,1166.200000,1660.200000,0.423598,0.000000,0.000000,-13.500000,-13.082944,-26.582944,287.388299
1786773600000,1169.300000,1662.100000,0.421449,0.000000,0.000000,-12.300000,-13.082944,-25.382944,286.188299
1786777200000,1170.500000,1663.900000,0.421529,0.000000,0.000000,-12.900000,-13.082944,-25.982944,286.788299
1786780800000,1169.800000,1662.600000,0.421269,0.000000,0.000000,-12.300000,-13.082944,-25.382944,286.188299
1786784400000,1168.400000,1662.200000,0.422629,0.000000,0.000000,-13.300000,-13.082944,-26.382944,287.188299
1786788000000,1169.000000,1663.200000,0.422754,0.000000,0.000000,-13.700000,-13.082944,-26.782944,287.588299
1786791600000,1169.000000,1663.000000,0.422583,0.000000,0.000000,-13.500000,-13.082944,-26.582944,287.388299
1786795200000,1170.000000,1663.500000,0.421795,0.000000,0.000000,-13.000000,-13.082944,-26.082944,286.888299
1786798800000,1170.800000,1665.000000,0.422105,0.000000,0.000000,-13.700000,-13.082944,-26.782944,287.588299
1786802400000,1171.100000,1665.600000,0.422253,0.000000,0.000000,-14.000000,-13.082944,-27.082944,287.888299
1786806000000,1171.800000,1666.800000,0.422427,0.000000,0.000000,-14.500000,-13.082944,-27.582944,288.388299
1786809600000,1171.000000,1665.900000,0.422630,0.000000,0.000000,-14.400000,-13.082944,-27.482944,288.288299
1786813200000,1172.500000,1667.500000,0.422175,0.000000,0.000000,-14.500000,-13.082944,-27.582944,288.388299
1786816800000,1173.700000,1668.000000,0.421147,0.000000,0.000000,-13.800000,-13.082944,-26.882944,287.688299
